-1140,-1040,5,1,75,10,2,20000000
-1140,-1040,5,1,76,10,2,20000000
-140,-40,5,2,77,10,2,20000000
-140,-40,5,2,78,10,2,20000000
-140,-40,5,2,79,10,2,20000000
-140,-40,5,2,80,10,2,20000000
-140,-40,5,2,81,10,2,20000000
-140,-40,5,2,82,10,2,20000000
-140,-40,5,2,83,10,1,20000000
-140,-40,5,2,84,10,2,20000000
-140,-40,5,2,85,10,2,20000000
-140,-40,5,2,86,10,2,20000000
-140,-40,5,2,87,10,2,20000000
-140,-40,5,2,88,10,1,20000000
-140,-40,5,2,89,10,2,20000000
-1140,-1040,5,1,90,10,2,20000000
-1140,-1040,5,1,91,10,2,20000000
-1140,-1040,5,1,92,10,2,20000000
-1140,-1040,5,1,93,10,1,20000000
-1140,-1040,5,1,94,10,2,20000000
-1140,-1040,5,1,95,10,2,20000000
-1140,-1040,5,1,96,10,2,20000000
-1140,-1040,5,1,97,10,1,20000000
-1140,-1040,5,1,98,10,2,20000000
-1140,-1040,5,1,99,10,2,20000000
-1140,-1040,5,1,100,10,2,20000000
-140,-40,5,2,101,10,2,20000000
-140,-40,5,2,102,10,2,20000000
-140,-40,5,2,103,10,1,20000000
-140,-40,5,2,104,10,2,20000000
-140,-40,5,2,105,10,2,20000000
-140,-40,5,2,106,10,2,20000000
-140,-40,5,2,107,10,2,20000000
-140,-40,5,2,108,10,2,20000000
-140,-40,5,2,109,10,1,20000000
-140,-40,5,2,110,10,2,20000000
-1140,-1040,5,1,111,10,2,20000000
-1140,-1040,5,1,112,10,2,20000000
-1140,-1040,5,1,113,10,2,20000000
-1140,-1040,5,1,114,10,2,20000000
-1140,-1040,5,1,115,10,1,20000000
-1140,-1040,5,1,116,10,2,20000000
-1140,-1040,5,1,117,10,2,20000000
-1140,-1040,5,1,118,10,1,20000000
-1140,-1040,5,1,119,10,2,20000000
-140,-40,5,2,120,10,2,20000000
-140,-40,5,2,121,10,2,20000000
-140,-40,5,2,122,10,2,20000000
-140,-40,5,2,123,10,1,20000000
-140,-40,5,2,124,10,2,20000000
-140,-40,5,2,125,10,2,20000000
-140,-40,5,2,126,10,1,20000000
-140,-40,5,2,127,10,2,20000000
-1140,-1040,5,1,128,10,2,20000000
-1140,-1040,5,1,129,10,2,20000000
-1140,-1040,5,1,130,10,2,20000000
-1140,-1040,5,1,131,10,1,20000000
-1140,-1040,5,1,132,10,2,20000000
-1140,-1040,5,1,133,10,2,20000000
-1140,-1040,5,1,134,10,2,20000000
-1140,-1040,5,1,135,10,2,20000000
-1140,-1040,5,1,136,10,1,20000000
-1140,-1040,5,1,137,10,2,20000000
-1140,-1040,5,1,138,10,2,20000000
-140,-40,5,2,139,10,2,20000000
-140,-40,5,2,140,10,2,20000000
-140,-40,5,2,141,10,1,20000000
-140,-40,5,2,142,10,2,20000000
-140,-40,5,2,143,10,2,20000000
-140,-40,5,2,144,10,2,20000000
-140,-40,5,2,145,10,1,20000000
-140,-40,5,2,146,10,2,20000000
-140,-40,5,2,147,10,2,20000000
-1140,-1040,5,1,148,10,2,20000000
-1140,-1040,5,1,149,10,2,20000000
-1140,-1040,5,1,150,10,1,20000000
-1140,-1040,5,1,151,10,2,20000000
-1140,-1040,5,1,152,10,2,20000000
-1140,-1040,5,1,153,10,1,20000000
-1140,-1040,5,1,154,10,2,20000000
-1140,-1040,5,1,155,10,2,20000000
-1140,-1040,5,1,156,10,2,20000000
-1140,-1040,5,1,157,10,2,20000000
-1140,-1040,5,1,158,10,2,20000000
-1140,-1040,5,1,159,10,2,20000000
-140,-40,5,2,160,10,2,20000000
-140,-40,5,2,161,10,1,20000000
-140,-40,5,2,162,10,2,20000000
-140,-40,5,2,163,10,2,20000000
-140,-40,5,2,164,10,2,20000000
-140,-40,5,2,165,10,1,20000000
-140,-40,5,2,166,10,2,20000000
-140,-40,5,2,167,10,2,20000000
-140,-40,5,2,168,10,2,20000000
-140,-40,5,2,169,10,2,20000000
-1140,-1040,5,1,170,10,2,20000000
-1140,-1040,5,1,171,10,2,20000000
-1140,-1040,5,1,172,10,1,20000000
-1140,-1040,5,1,173,10,2,20000000
-1140,-1040,5,1,174,10,1,20000000
-1140,-1040,5,1,175,10,2,20000000
-1140,-1040,5,1,176,10,2,20000000
-140,-40,5,2,177,10,2,20000000
-140,-40,5,2,178,10,2,20000000
-140,-40,5,2,179,10,1,20000000
-140,-40,5,2,180,10,2,20000000
-140,-40,5,2,181,10,2,20000000
-140,-40,5,2,182,10,2,20000000
-140,-40,5,2,183,10,2,20000000
-140,-40,5,2,184,10,1,20000000
-140,-40,5,2,185,10,2,20000000
-140,-40,5,2,186,10,2,20000000
-140,-40,5,2,187,10,2,20000000
-140,-40,5,2,188,10,2,20000000
-140,-40,5,2,189,10,2,20000000
-1140,-1040,5,1,190,10,2,20000000
-1140,-1040,5,1,191,10,2,20000000
-1140,-1040,5,1,192,10,1,20000000
-1140,-1040,5,1,193,10,2,20000000
-1140,-1040,5,1,194,10,2,20000000
-1140,-1040,5,1,195,10,2,20000000
-1140,-1040,5,1,196,10,2,20000000
-1140,-1040,5,1,197,10,2,20000000
-1140,-1040,5,1,198,10,2,20000000
-1140,-1040,5,1,199,10,1,20000000
-1140,-1040,5,1,200,10,2,20000000
200,-10000,5,0,0,0,0,6000000000
