200,-10000,5,0,0,0,0,20000000
-140,-40,5,2,1,10,2,20000000
-140,-40,5,2,2,10,2,20000000
-140,-40,5,2,3,10,2,20000000
-140,-40,5,2,4,10,2,20000000
-140,-40,5,2,5,10,2,20000000
-140,-40,5,2,6,10,1,20000000
-140,-40,5,2,7,10,2,20000000
-140,-40,5,2,8,10,2,20000000
-140,-40,5,2,9,10,1,20000000
-140,-40,5,2,10,10,2,20000000
-1140,-1040,5,1,11,10,2,20000000
-1140,-1040,5,1,12,10,2,20000000
-1140,-1040,5,1,13,10,2,20000000
-1140,-1040,5,1,14,10,2,20000000
-1140,-1040,5,1,15,10,1,20000000
-1140,-1040,5,1,16,10,2,20000000
-1140,-1040,5,1,17,10,2,20000000
-1140,-1040,5,1,18,10,2,20000000
-1140,-1040,5,1,19,10,1,20000000
-1140,-1040,5,1,20,10,2,20000000
-140,-40,5,2,21,10,2,20000000
-140,-40,5,2,22,10,2,20000000
-140,-40,5,2,23,10,1,20000000
-140,-40,5,2,24,10,2,20000000
-140,-40,5,2,25,10,1,20000000
-140,-40,5,2,26,10,2,20000000
-140,-40,5,2,27,10,2,20000000
-1140,-1040,5,1,28,10,2,20000000
-1140,-1040,5,1,29,10,2,20000000
-1140,-1040,5,1,30,10,2,20000000
-1140,-1040,5,1,31,10,1,20000000
-1140,-1040,5,1,32,10,2,20000000
-1140,-1040,5,1,33,10,2,20000000
-1140,-1040,5,1,34,10,1,20000000
-1140,-1040,5,1,35,10,2,20000000
-1140,-1040,5,1,36,10,2,20000000
-140,-40,5,2,37,10,2,20000000
-140,-40,5,2,38,10,2,20000000
-140,-40,5,2,39,10,2,20000000
-140,-40,5,2,40,10,1,20000000
-140,-40,5,2,41,10,2,20000000
-140,-40,5,2,42,10,2,20000000
-140,-40,5,2,43,10,2,20000000
-140,-40,5,2,44,10,1,20000000
-140,-40,5,2,45,10,2,20000000
-140,-40,5,2,46,10,2,20000000
-140,-40,5,2,47,10,2,20000000
-1140,-1040,5,1,48,10,2,20000000
-1140,-1040,5,1,49,10,2,20000000
-1140,-1040,5,1,50,10,2,20000000
-1140,-1040,5,1,51,10,2,20000000
-1140,-1040,5,1,52,10,1,20000000
-1140,-1040,5,1,53,10,2,20000000
-1140,-1040,5,1,54,10,2,20000000
-1140,-1040,5,1,55,10,2,20000000
-1140,-1040,5,1,56,10,1,20000000
-1140,-1040,5,1,57,10,2,20000000
-1140,-1040,5,1,58,10,2,20000000
-1140,-1040,5,1,59,10,2,20000000
-140,-40,5,2,60,10,2,20000000
-140,-40,5,2,61,10,2,20000000
-140,-40,5,2,62,10,1,20000000
-140,-40,5,2,63,10,2,20000000
-140,-40,5,2,64,10,2,20000000
-140,-40,5,2,65,10,2,20000000
-140,-40,5,2,66,10,1,20000000
-140,-40,5,2,67,10,2,20000000
-140,-40,5,2,68,10,2,20000000
-1140,-1040,5,1,69,10,2,20000000
-1140,-1040,5,1,70,10,2,20000000
-1140,-1040,5,1,71,10,1,20000000
-1140,-1040,5,1,72,10,2,20000000
-1140,-1040,5,1,73,10,2,20000000
-1140,-1040,5,1,74,10,1,20000000
