-100,85518924.608
-100,85518949.4528
-100,85518976.9472
-100,85519007.5264
-100,85519039.7696
-100,85519069.6832
-100,85519100.6464
-100,85519136.6784
-100,85519166.1312
-100,85519195.2896
-100,85519224.6912
-100,85519255.5776
-100,85519285.312
-100,85519315.6224
-100,85519349.6832
-100,85519379.52
-100,85519409.0624
-100,85519439.232
-100,85519472.0128
-100,85519507.3408
-100,85519537.5744
-100,85519567.1936
-100,85519599.8848
-100,85519631.936
-100,85519660.2112
-100,85519696.5376
-100,85519737.024
-100,85519778.8928
-100,85519797.4656
-100,85519827.7248
-100,85519859.776
-100,85519904.768
-100,85519920.9984
-100,85519951.872
-100,85519985.1776
-100,85520011.0336
-100,85520044.0576
-100,85520073.4976
-100,85520103.296
-100,85520132.992
-100,85520166.8352
-100,85520198.1184
-100,85520229.9392
-100,85520259.4432
-100,85520289.2672
-100,85520319.2192
-100,85520352.0256
-100,85520383.6288
-100,85520411.2128
-100,85520439.8336
-100,85520474.4448
-100,85520503.8848
-100,85520536.3584
-100,85520565.8752
-100,85520598.8864
-100,85520628.7744
-100,85520659.136
-100,85520691.4048
-100,85520727.3216
-100,85520755.6992
-100,85520787.2896
-100,85520821.4912
-100,85520849.1008
-100,85520883.648
-100,85520910.144
-100,85520942.9248
-100,85520976.8064
-100,85521002.8544
-100,85521035.9808
-100,85521070.9376
-100,85521097.4976
-100,85521126.9248
-100,85521158.9504
-100,85521186.4448
-100,85521220.7616
-100,85521254.0544
-100,85521285.2224
-100,85521317.3504
-100,85521347.84
-100,85521378.7008
-100,85521405.568
-100,85521440.512
-100,85521470.1056
-100,85521499.9808
-100,85521535.5392
-100,85521565.0304
-100,85521593.92
-100,85521623.7312
-100,85521653.3632
-100,85521686.0928
-100,85521717.696
-100,85521745.3952
-100,85521775.6544
-100,85521805.9264
-100,85521838.5152
-100,85521868.2624
-100,85521899.6864
-100,85521931.9424
-100,85521961.5488
-100,85521995.648
-100,85522024.704
-100,85522054.7712
-100,85522084.3136
-100,85522114.7904
-100,85522147.6608
-100,85522178.0608
-100,85522208.256
-100,85522241.4592
-100,85522272.1152
-100,85522300.7488
-100,85522330.8928
-100,85522361.5232
-100,85522391.36
-100,85522421.4528
-100,85522451.3792
-100,85522484.3008
-100,85522514.0608
-100,85522547.904
-100,85522574.3232
-100,85522605.3632
-100,85522637.696
-100,85522671.3856
-100,85522701.6576
-100,85522734.1184
-100,85522764.2496
-100,85522794.4064
-100,85522824.8832
-100,85522857.7024
-100,85522891.8016
-100,85522921.1008
-100,85522955.2
-100,85522984.4096
-100,85523014.7328
-100,85523044.8128
-100,85523075.1488
-100,85523107.5584
-100,85523140.9152
-99.94999,85523171.2384
-99.84997,85523201.4592
-99.79996,85523233.92
-99.67494,85523264.0384
-99.62493,85523294.8736
-99.57492,85523327.8208
-99.57492,85523357.7472
-99.52491,85523391.424
-99.44991,85523421.7472
-99.39989,85523450.7264
-99.34988,85523480.5376
-99.24986,85523511.2576
-99.17486,85523541.0304
-99.07486,85523571.2128
-99.02485,85523600.5632
-98.89983,85523631.3984
-98.79981,85523664.4608
-98.69981,85523693.4912
-98.5748,85523724.16
-98.52479,85523754.0096
-98.47478,85523783.488
-98.34976,85523817.856
-98.29975,85523847.4496
-98.24974,85523881.0752
-98.14972,85523910.7968
-98.07471,85523943.5904
-98.0247,85523974.9248
-97.92468,85524003.8656
-97.79969,85524037.3888
-97.74968,85524067.3152
-97.69967,85524100.8384
-97.57465,85524130.6368
-97.52464,85524161.1392
-97.42462,85524190.7968
-97.37461,85524220.8768
-97.29961,85524253.4144
-97.2496,85524284.6976
-97.19958,85524317.6576
-97.14957,85524346.9312
-97.14957,85524380.2112
-97.09956,85524411.6864
-97.02456,85524440.3584
-96.97455,85524470.0288
-96.87453,85524500.8768
-96.82452,85524530.688
-96.64951,85524563.3024
-96.5995,85524594.304
-96.47449,85524622.8352
-96.32448,85524652.9024
-96.27447,85524683.6864
-96.19946,85524713.472
-96.09944,85524747.3152
-96.04943,85524776.6912
-95.99942,85524810.688
-95.8744,85524840.1408
-95.82439,85524869.9776
-95.72437,85524900.1216
-95.59936,85524929.9584
-95.42435,85524960.7168
-95.27435,85524990.3616
-95.14933,85525020.4288
-94.99932,85525053.4656
-94.77431,85525082.6368
-94.67431,85525113.1776
-94.5993,85525143.5904
-94.44927,85525176.6912
-94.39926,85525206.7584
-94.27425,85525236.6976
-94.17422,85525269.3888
-94.12421,85525299.6352
-93.94919,85525330.048
-93.84917,85525362.7008
-93.72415,85525392.8832
-93.57412,85525422.4512
-93.49911,85525453.1328
-93.39909,85525486.016
-93.29907,85525519.1808
-93.22407,85525549.9392
-93.17406,85525579.2256
-93.07404,85525610.2016
-92.99903,85525639.744
-92.89901,85525673.664
-92.79899,85525702.8992
-92.72398,85525736.5888
-92.52396,85525766.8224
-92.39895,85525796.2368
-92.29893,85525829.9264
-92.07391,85525860.3008
-91.97389,85525890.2016
-91.84888,85525919.3216
-91.84888,85525953.5104
-91.79887,85525983.0016
-91.69884,85526016.1152
-91.62384,85526047.1296
-91.52382,85526077.4016
-91.4238,85526105.9712
-91.34879,85526135.7696
-91.24877,85526166.016
-91.07375,85526196.352
-90.97372,85526226.3296
-90.74871,85526255.6928
-90.64869,85526285.7984
-90.52367,85526316.1472
-90.37364,85526347.1872
-90.24863,85526376.5632
-90.14861,85526409.2288
-90.02359,85526442.2784
-89.97358,85526472.7296
-89.87356,85526502.2848
-89.82355,85526533.0688
-89.69855,85526563.1872
-89.54855,85526593.4976
-89.54855,85526622.9888
-89.42353,85526656.2176
-89.2735,85526686.7712
-89.14848,85526718.8096
-89.09847,85526749.6832
-88.87346,85526779.4432
-88.77346,85526809.152
-88.64845,85526842.5984
-88.54842,85526872.3072
-88.37342,85526905.5744
-88.2734,85526935.8336
-88.0984,85526969.3824
-88.04839,85526999.7952
